url,domain,discovery_source,risk_score,risk_level,confirmed_live,investigated_at,live_at_export_time
http://m.casinomaxi744.com,m.casinomaxi744.com,keyword_match,25,LOW,True,2026-07-23 19:58:03.600548+00:00,True
http://account.1xbet-zyjf.top,account.1xbet-zyjf.top,keyword_match,33,LOW,False,2026-07-26 03:57:35.642526+00:00,True
http://spinup-19.votepro.org,spinup-19.votepro.org,keyword_match,49,MEDIUM,True,2026-07-23 16:59:22.406628+00:00,True
http://jilimacao444.com,jilimacao444.com,keyword_match,34,LOW,False,2026-07-26 09:06:14.530457+00:00,True
http://www.guncelgrandpashabetgiris.com,www.guncelgrandpashabetgiris.com,keyword_match,35,LOW,False,2026-07-24 10:56:30.676480+00:00,True
http://afunbetcasino-com-4hj.pages.dev,afunbetcasino-com-4hj.pages.dev,keyword_match,46,MEDIUM,False,2026-07-24 11:28:56.729630+00:00,True
http://spinup-1.votepro.org,spinup-1.votepro.org,keyword_match,31,LOW,True,2026-07-23 16:56:48.508874+00:00,True
http://pxxbetpaga.com,pxxbetpaga.com,keyword_match,19,BENIGN,False,2026-07-25 20:47:59.294372+00:00,True
http://hornetbetcasino-ch.eu.com,hornetbetcasino-ch.eu.com,keyword_match,32,LOW,False,2026-07-24 11:04:06.764171+00:00,True
http://jordan-melbet.com,jordan-melbet.com,keyword_match,40,MEDIUM,True,2026-07-23 20:06:43.274445+00:00,True
http://melbet-eg.app,melbet-eg.app,keyword_match,41,MEDIUM,False,2026-07-24 13:43:25.699381+00:00,True
http://myjili7.com,myjili7.com,keyword_match,20,LOW,False,2026-07-25 06:38:46.323260+00:00,True
http://onlinecasinogratisbonus.nl,onlinecasinogratisbonus.nl,keyword_match,31,LOW,False,2026-07-26 03:03:54.497794+00:00,True
http://jili9330.com,jili9330.com,keyword_match,31,LOW,False,2026-07-24 14:51:27.561503+00:00,True
http://4x4betway.net,4x4betway.net,keyword_match,42,MEDIUM,False,2026-07-24 20:42:54.264436+00:00,True
http://monsterwincasino1.org,monsterwincasino1.org,keyword_match,23,LOW,False,2026-07-24 18:45:34.222434+00:00,True
http://betpipoguncelgirisi.com,betpipoguncelgirisi.com,keyword_match,36,LOW,False,2026-07-25 10:12:39.861464+00:00,True
http://mostbet88517.online,mostbet88517.online,keyword_match,50,MEDIUM,False,2026-07-25 16:21:54.135206+00:00,True
http://jili99win.com,jili99win.com,keyword_match,38,LOW,True,2026-07-24 10:19:21.868518+00:00,True
http://madridbet1121.com,madridbet1121.com,keyword_match,38,LOW,False,2026-07-25 18:43:27.515102+00:00,True
http://vavada-64sg.buzz,vavada-64sg.buzz,keyword_match,54,MEDIUM,True,2026-07-26 10:26:52.807656+00:00,True
http://vavada-casino.rs,vavada-casino.rs,keyword_match,32,LOW,False,2026-07-24 20:54:54.775609+00:00,True
http://pay.pincoffee.club,pay.pincoffee.club,keyword_match,29,LOW,False,2026-07-24 18:31:20.518457+00:00,True
http://chests-lottery-2-pinco-tr.pu550ev.com,chests-lottery-2-pinco-tr.pu550ev.com,keyword_match,52,MEDIUM,True,2026-07-24 02:54:47.199891+00:00,True
http://pinup.casino979.buzz,pinup.casino979.buzz,keyword_match,43,MEDIUM,True,2026-07-23 17:34:00.492384+00:00,True
http://jilib.org,jilib.org,keyword_match,26,LOW,False,2026-07-24 14:51:08.191071+00:00,True
